"","gene_id","log2_RE_FC","Z_score"
"1","EGFP",-0.739916810031825,-0.663176417626492
"2","ENSG00000000003",0.974162589859196,-0.86646997525141
"3","ENSG00000000419",-0.0655929866018359,-4.36074547056704
"4","ENSG00000000457",0.00194192282427412,-4.78822396999681
"5","ENSG00000000460",0.140203567985772,-4.63153922309392
"6","ENSG00000001036",0.459130953666784,-3.93984628340915
"7","ENSG00000001084",-0.0347268586975265,-4.94138937034829
"8","ENSG00000001167",-0.115325470894994,-11.7914220637507
"9","ENSG00000001460",-0.00175229238046058,-2.7986776508056
"10","ENSG00000001461",-0.0449918640019046,-10.3777428048174
"11","ENSG00000001497",-0.394061931234873,-3.86077195029747
"12","ENSG00000001561",-0.200289332408762,-7.58569488907445
"13","ENSG00000001617",0.338026154089056,-3.63830807936732
"14","ENSG00000001629",-0.554340973693277,-3.631844010957
"15","ENSG00000001630",-0.0494700097926732,-5.18899527778902
"16","ENSG00000001631",-0.0321451246142298,-4.7145568538361
"17","ENSG00000002016",-0.615667171535694,-4.84623967982481
"18","ENSG00000002330",0.346603321923745,1.77926843620228
"19","ENSG00000002549",0.116115260829483,-3.05001222019764
"20","ENSG00000002586",0.715355143132031,-0.778834500013495
"21","ENSG00000002587",0.892960723660035,-1.57737833053469
"22","ENSG00000002746",-0.712484390827863,-6.16526299728981
"23","ENSG00000002822",-0.501706516496301,-4.88225900059459
"24","ENSG00000002834",-0.126034980059173,-3.45555194618659
"25","ENSG00000002919",0.368792404801513,-8.55587848966983
"26","ENSG00000002933",-0.407412784889513,-5.18903403484701
"27","ENSG00000003056",0.177650270392235,-3.77649410427792
"28","ENSG00000003096",-0.233796064079159,-14.2370075140586
"29","ENSG00000003137",0.859351159992822,-0.574550524215813
"30","ENSG00000003147",-0.297072089246066,-9.87087974971713
"31","ENSG00000003249",-0.206119315056675,-8.72746126988594
"32","ENSG00000003393",-0.347777023200063,-11.7523440318918
"33","ENSG00000003400",-1.11487687486247,-0.593447253651433
"34","ENSG00000003402",0.101668610926382,-6.6963530780181
"35","ENSG00000003436",0.798403599690254,-0.681529605478783
"36","ENSG00000003509",-0.220794556403424,-5.55227752221494
"37","ENSG00000003756",-0.948177811767504,-3.90082209860541
"38","ENSG00000003987",-0.271406246203635,-7.61741111923411
"39","ENSG00000003989",0.787764397215978,-0.477266713087404
"40","ENSG00000004059",-0.05326833342705,-3.86520864326518
"41","ENSG00000004139",0.215006424472901,-5.40097078654643
"42","ENSG00000004142",-0.0479110855423586,-32.58256007153
"43","ENSG00000004399",0.501888158371862,-0.638245669165451
"44","ENSG00000004455",0.43371882127575,-3.5159530185968
"45","ENSG00000004468",2.75730347235464,8.40543755847263
"46","ENSG00000004478",-0.0748085422934267,-11.7809120225863
"47","ENSG00000004487",-0.140237354233813,-7.20735075851014
"48","ENSG00000004534",-0.273204573352072,-5.6763969472319
"49","ENSG00000004660",-0.175486186949044,-6.17571007189208
"50","ENSG00000004700",0.139133484513783,-5.23531965372632
"51","ENSG00000004766",-0.14076079492916,-3.68313931455872
"52","ENSG00000004776",0.444862871930264,0.825161091834961
"53","ENSG00000004777",0.310105316085922,-4.29776865562906
"54","ENSG00000004779",-0.050488350339384,-3.815432299612
"55","ENSG00000004799",-0.537930666892667,-2.80397377635669
"56","ENSG00000004838",0.185414239807379,-2.73209826919383
"57","ENSG00000004848",0.174938158818013,-1.89021986560005
"58","ENSG00000004864",0.24629555416059,-8.43362101068749
"59","ENSG00000004866",-0.131056417977758,-8.00626358146754
"60","ENSG00000004897",-0.599024509629881,-3.83876871899441
"61","ENSG00000004939",0.895782792384713,-0.121411863293198
"62","ENSG00000004948",-0.185080116792291,-0.246158068604675
"63","ENSG00000004961",-0.0900924114468386,-21.0278524368405
"64","ENSG00000004975",-0.219962002671138,-6.48024793138481
"65","ENSG00000005007",0.224973207191687,-2.81140346399237
"66","ENSG00000005020",-0.397743251235327,-0.259166228482346
"67","ENSG00000005022",0.129352674999637,-5.43023409749914
"68","ENSG00000005059",1.78677968778956,4.15479634409056
"69","ENSG00000005075",0.0605250927954769,0.211552307375847
"70","ENSG00000005100",0.218888287781083,-9.18122655123504
"71","ENSG00000005108",-0.323319939980003,-5.42909232787168
"72","ENSG00000005156",-0.144307633220168,-5.11852009282279
"73","ENSG00000005175",-0.0266861593227038,-4.3163618916698
"74","ENSG00000005187",1.44135092949663,0.776786725635693
"75","ENSG00000005189",0.27489425919085,-3.95784503705719
"76","ENSG00000005194",0.112725363748062,-6.00260236700543
"77","ENSG00000005206",0.431033848156248,-3.51114745661897
"78","ENSG00000005238",0.0939836009784479,-8.00308492029142
"79","ENSG00000005243",-0.358429894232921,-0.860881669254048
"80","ENSG00000005249",-0.220305145765701,-6.85011711174086
"81","ENSG00000005302",0.0434199190803969,-7.41476190595818
"82","ENSG00000005339",-0.270542523019822,-8.53322643193284
"83","ENSG00000005379",0.049565520587556,-5.64997241962083
"84","ENSG00000005436",-0.071006543323197,-2.32355686370524
"85","ENSG00000005448",0.58197032993362,-2.71587559335686
"86","ENSG00000005469",0.218182822142662,-2.74195399895188
"87","ENSG00000005471",0.12253792395946,-0.214194888885788
"88","ENSG00000005483",-0.174867928689674,-12.6897626588483
"89","ENSG00000005486",0.0325627382164334,-10.363046895794
"90","ENSG00000005513",0.0463335408065244,-1.59831466829448
"91","ENSG00000005700",-0.184782409664649,-7.50020736409631
"92","ENSG00000005801",-0.214766164161555,-13.4454871759856
"93","ENSG00000005810",-0.255280831588288,-1.62354118708235
"94","ENSG00000005812",-0.219999008765305,-10.7113239154929
"95","ENSG00000005844",-2.10612249958802,-1.19732082617965
"96","ENSG00000005882",-0.292052149046035,-1.49818890368271
"97","ENSG00000005884",-0.300365640118073,-4.5801919788115
"98","ENSG00000005889",0.0101296089504546,-7.26457370768119
"99","ENSG00000005893",0.118193969235631,-6.28908383588422
"100","ENSG00000005961",-0.125235193523259,-1.21614545586761
"101","ENSG00000005981",1.25281259238451,3.61370459206693
"102","ENSG00000006007",0.0528487625022754,-7.07586111035573
"103","ENSG00000006015",0.322807032928418,-3.84019949407434
"104","ENSG00000006016",-0.123667587453851,2.09896388777295
"105","ENSG00000006025",-0.456245536694502,-2.38414836473816
"106","ENSG00000006042",1.19023611693481,1.19869005253018
"107","ENSG00000006047",-0.209571325932734,-3.77208075980931
"108","ENSG00000006062",0.327395856237953,-10.4520679573376
"109","ENSG00000006071",-0.0906981767878501,-4.50973016767233
"110","ENSG00000006116",-0.347259719186774,-4.18041267277158
"111","ENSG00000006118",0.122446362547889,-11.7192192614646
"112","ENSG00000006125",-0.11175010230947,-8.19506692217352
"113","ENSG00000006128",-0.0920658207246013,-18.7068674843552
"114","ENSG00000006194",0.237847440837065,-11.9434742839098
"115","ENSG00000006210",0.649540629863612,-1.1527741251145
"116","ENSG00000006282",-0.142420925187416,-3.42381078361671
"117","ENSG00000006283",0.0050860788926302,-8.75190307550169
"118","ENSG00000006327",0.522375217848666,-0.52978052293091
"119","ENSG00000006377",-0.482147983137311,-0.672134591869594
"120","ENSG00000006432",-0.250720713510453,-8.38412963213721
"121","ENSG00000006451",-0.17189924059411,-6.87051340797586
"122","ENSG00000006453",-0.342131657793752,-2.59045965594921
"123","ENSG00000006459",-0.309181451099879,-7.12339419525696
"124","ENSG00000006468",-0.0730871303481561,-1.33559485467032
"125","ENSG00000006530",-0.050766309323719,-13.1326639599988
"126","ENSG00000006555",1.8135241197102,2.40197284552147
"127","ENSG00000006576",0.29894866391271,-4.14792477481001
"128","ENSG00000006607",0.059660026576794,-4.81079414845992
"129","ENSG00000006611",1.18747519453085,-0.0343884337540679
"130","ENSG00000006625",-0.0412780138403054,-8.42673328125031
"131","ENSG00000006634",-0.0468990870665517,-7.11088620209293
"132","ENSG00000006638",0.558887619384189,0.506334022890507
"133","ENSG00000006652",-0.27638582948237,-5.40982957243065
"134","ENSG00000006695",-0.00824386206129472,-12.4654408011447
"135","ENSG00000006704",-0.0166600387161621,-3.95606644577965
"136","ENSG00000006712",-0.406383885072969,-7.07966280722431
"137","ENSG00000006715",-0.507227792630024,-4.3570865356178
"138","ENSG00000006740",-0.142971265399401,-18.0248172592195
"139","ENSG00000006744",-0.0971924138275058,-3.88552208766274
"140","ENSG00000006756",0.388090844200749,-2.66324034463717
"141","ENSG00000006757",-0.529516784054478,0.240085489883619
"142","ENSG00000006831",0.210059076235985,-9.34079755592459
"143","ENSG00000006837",-0.15531491538037,-1.03095575804442
"144","ENSG00000007001",-0.306886506841733,-1.87581702534367
"145","ENSG00000007047",-0.0936612575747188,-11.9663324626198
"146","ENSG00000007062",-0.185585234927775,-6.61266940952462
"147","ENSG00000007080",0.0911510561119865,-1.52667591704606
"148","ENSG00000007129",0.364585128247533,-0.190071334014912
"149","ENSG00000007168",-0.421378336238602,-3.09264430954892
"150","ENSG00000007174",-0.3690125286803,-1.66777542565823
"151","ENSG00000007202",-0.121604029594378,-3.22302895740575
"152","ENSG00000007237",0.0881128597293895,-4.14791495485042
"153","ENSG00000007255",0.765156823581225,-0.78017526614429
"154","ENSG00000007264",-0.00733518578003126,0.0597708331301807
"155","ENSG00000007314",0.832247927713793,0.0516443479652308
"156","ENSG00000007341",0.0755121121871917,-5.51725295274665
"157","ENSG00000007372",0.0279509715157532,-1.70948838315593
"158","ENSG00000007376",0.135567229274619,-3.04239014781485
"159","ENSG00000007384",-0.293601248629114,-4.56580930791125
"160","ENSG00000007392",0.0890894202229618,-3.98300019829158
"161","ENSG00000007402",-0.134927337484088,-5.60234222737342
"162","ENSG00000007516",-0.303715021003625,-2.70785970517907
"163","ENSG00000007520",0.381338724749344,0.0424919164778199
"164","ENSG00000007541",0.489556230104411,-4.69362553153228
"165","ENSG00000007545",-0.213212203375366,-2.56813868570392
"166","ENSG00000007866",0.204328672436422,-1.91182379469957
"167","ENSG00000007923",0.135554680431198,-4.21388509413151
"168","ENSG00000007944",-0.182798784373844,-13.1659948766497
"169","ENSG00000007968",0.309684570561848,-1.01107804673345
"170","ENSG00000008018",0.0499937146646831,-5.9406449352102
"171","ENSG00000008056",-0.698912657282238,-1.47586149498391
"172","ENSG00000008083",-0.122615568034959,-16.5888929825691
"173","ENSG00000008086",-0.509495780024334,-6.36072469430847
"174","ENSG00000008118",-0.35094551752337,-2.71854201543447
"175","ENSG00000008128",-0.105793973837875,-4.25323569652017
"176","ENSG00000008130",0.156383504772751,-2.03301273835176
"177","ENSG00000008196",-0.539618102394492,-3.63232951768575
"178","ENSG00000008197",-0.517138469458482,-3.23059976954605
"179","ENSG00000008226",-0.983146281440339,-3.67837880783565
"180","ENSG00000008256",-0.109060356533951,-5.69832505162366
"181","ENSG00000008277",-0.395527170675786,-6.02814421220063
"182","ENSG00000008282",0.553203777630822,-1.59726721955335
"183","ENSG00000008283",0.395033819969091,-2.47404854966528
"184","ENSG00000008294",-0.101677064937249,-1.88498816455343
"185","ENSG00000008300",0.0528973191505185,-4.00906531437018
