,4_7_IP_S4_L004_R.sf,4_9_IP_S5_L004_R.sf,87_IP_S1_L004_R.sf,90_IP_S2_L004_R.sf,91_IP_S3_L004_R.sf,95_3_IP_S6_L004_R.sf
5_8S_rRNA,NA,NA,NA,NA,NA,NA
5S_rRNA,NA,NA,NA,NA,NA,NA
7SK,NA,NA,NA,NA,NA,NA
B3GALNT1P1,NA,NA,NA,NA,NA,NA
B3GALNT2,0.778377868845301,1.12045731611244,0.648633918202938,0.87952391216709,0.574474295366087,0.73219665192985
B3GALNT2P1,NA,NA,NA,NA,NA,NA
B3GALT1,1.0921122005163,1.11189298849986,1.03575077235212,1.19891515495984,1.32537375893387,1.05619587589759
B3GALT1-AS1,1.37873115160262,3.3240398355222,1.56893129499857,0.752580117210007,1.97080561458165,6.07024476205536
B3GALT2,1.28641036170215,1.26551162868218,1.21160753171469,1.67874555897791,1.82174487088173,1.20511946175503
B3GALT4,0.864113211713812,1.30253942789383,0.582410665017207,0.895292465586213,0.814727774370779,1.0129489852553
B3GALT5,0.861345792998279,0.633943337227974,0.461363770671025,0.590721267371552,0.532469846354064,0.46428613050601
B3GALT5-AS1,1.1160231543969,NA,0.863001211982711,1.98248538914891,0.811803168696488,2.15013351471445
B3GALT6,2.35499472103571,2.18839783635978,1.38557004359419,2.10830006361799,1.67796831214616,2.12045392977852
B3GALT9,1.07129342136363,1.07296733656155,0.688038172240471,0.773943955177545,1.1898407802508,0.848236452307811
B3GAT1,2.0779993100492,2.19660686150375,1.73710413772495,1.98267192712262,1.79740227643597,2.01420002425373
B3GAT1-DT,0.943968934442881,0.961090374252514,1.00835556477355,0.970968198511685,1.12639363453616,0.914791994583331
B3GAT2,1.22683926604742,1.02372779329002,1.11169262432935,1.32212111990274,1.35941514830237,1.02150925654365
B3GAT3,1.62702382421755,1.61676046076505,1.01715916095641,1.23875167242709,1.10860534501051,1.51564618430052
B3GAT3P1,0.93778412743342,Inf,2.0639127782436,3.5583567980556,NA,4.90428026620406
B3GLCT,1.1367564132323,1.28128388590935,0.646862059355725,0.868958372158669,1.02381026457011,1.07789386233828
B3GNT2,1.20719228575383,1.22744516160233,1.42123888174128,1.15198311357371,1.55071974423986,1.46434695774189
B3GNT2P1,NA,NA,NA,NA,NA,NA
B3GNT3,0.433511459572578,0.823382867250625,0.793812977107541,NA,0.62328857401289,NA
B3GNT4,0.889098701517671,0.692729267673328,0.446045848961596,1.14543921430442,1.14910151399263,0.72952064232671
B3GNT5,0.883821476882412,1.47641428802889,0.75305632039306,1.00648080608128,0.692870055266741,1.04975969204528
B3GNT6,NA,0.448885557250657,1.57801116536187,NA,0.967694542653603,NA
B3GNT7,1.16257127007977,1.12304379250293,0.681035549686913,0.705929675799248,1.03592095207241,1.05026244016764
B3GNT8,4.17445598644592,NA,1.51051129157817,0.53681759713306,NA,4.58667219012417
B3GNT9,1.51390818892069,1.77821305360121,0.76717220833086,1.38372652768406,0.791487622098605,1.06196005054145
B3GNTL1,0.769137603389031,0.745243777348356,0.71722480669792,0.482687614620051,0.546851538767557,0.553268384165221
B3GNTL1P1,NA,NA,NA,NA,NA,NA
B3GNTL1P2,NA,NA,NA,NA,NA,NA
B4GALNT1,0.812751906217057,0.913985610064121,0.693616705577442,0.760293572075761,0.703859593668136,0.876798766318079
B4GALNT2,NA,2.97445886419303,Inf,NA,NA,NA
B4GALNT2P1,NA,NA,NA,NA,NA,NA
B4GALNT3,NA,NA,NA,NA,NA,NA
B4GALNT4,0.844213115053113,0.593479695248375,0.411185496429482,0.770395783060473,0.671790991314988,0.717040056411722
B4GALT1,0.978431652206476,0.887427080704384,0.681501549563707,0.821330394693655,0.739086162780953,0.872062469705057
B4GALT1-AS1,Inf,Inf,Inf,4.48793763383978,Inf,9.18184548329526
B4GALT2,3.51567352644448,3.38257444222575,2.53341967787704,2.86402334584948,2.66638957193838,3.10044096848492
B4GALT3,2.43010670977605,2.0606149587631,1.80028142701335,1.96205129043355,1.77915570789863,1.97338063688658
B4GALT4,1.12399650156125,1.09506073601564,0.74505852803249,1.2877212237899,1.31601227215806,1.24649467150304
B4GALT4-AS1,NA,NA,NA,NA,NA,NA
B4GALT5,1.18883215398871,1.07927062115473,1.05381784018304,1.35331519021199,1.19683803557322,1.1047036259854
B4GALT6,1.27843233219609,1.21480984377436,1.05145355830751,1.20789527038407,0.98901366156249,1.11364926897377
B4GALT7,1.35399709343134,1.4463857779615,0.989557119751694,1.30272359074212,1.10662745382455,1.53049031965085
B4GAT1,0.890667480672004,0.960715833148997,0.669035252453985,0.884561006839381,0.823763661926704,0.838712338977899
B4GAT1-DT,1.5179786715954,2.22723848498096,1.09930593321704,1.02628275384768,0.998414587768657,1.3116050530487
B9D1,1.76290192776184,2.30642934728066,1.66967250595208,1.53693505311395,1.5228896820185,1.59561698492238
B9D2,1.30623393690431,2.21907196488223,1.39039032432802,1.76502281164942,1.75301897227698,2.11370627347467
BAALC,4.34505604606028,3.84405341665237,3.9641007092065,4.93008395826108,5.17473154251475,3.68579727023949
BAALC-AS1,0.948225588945885,1.16635913230865,1.02381026457011,2.36150312993713,0.641648223418689,1.16812227944353
BAALC-AS2,3.62924332797178,2.89482584310607,1.94304006328752,Inf,2.2384077255657,1.99717429693349
BAAT,0.926341137332769,1.08098158732758,0.939207486721213,1.42775446729918,0.923971991196114,0.456967176607702
BABAM1,2.08290201478176,2.01735301201346,1.79443157036765,2.45223304302213,1.99827377469221,2.20461137693102
BABAM2,1.29233089648097,1.56493965611988,1.1771050579184,1.52102518577679,1.43313428448928,1.44128650287211
