"","gene_id","log2_RE_FC","Z_score","gene_name","gene_biotype"
"1","ENSG00000282816",2.28515427594268,7.30954286994834,NA,"lncRNA"
"2","ENSG00000269425",2.92405548715203,7.11027005418065,NA,"lncRNA"
"3","LINC03059",2.2279696440731,6.88336818496059,NA,NA
"4","CD38",2.01861153350663,6.68193121294441,NA,NA
"5","PCDHB1-AS1",1.68361197933137,6.53158036049127,NA,NA
"6","HLA-K",1.88235919393552,6.25242463983227,NA,NA
"7","URB1-AS1",1.21827646525665,5.6265622436838,NA,NA
"8","LSR",3.22482634995202,5.32684437324791,NA,NA
"9","ART5",3.03856867444921,4.92934143830841,NA,NA
"10","ENSG00000293025",1.35448596395429,4.92068036952132,NA,"lncRNA"
"11","LINC02036",2.21857571718757,4.89635566753935,NA,NA
"12","HES2",0.626837835174313,4.87788775230689,NA,NA
"13","ENSG00000236858",1.88108196034534,4.86128537857414,NA,"lncRNA"
"14","ENSG00000267665",2.67878161897779,4.77025095766968,NA,"lncRNA"
"15","ILRUN-AS1",0.886724439522216,4.64060183277365,NA,NA
"16","ENSG00000293331",1.82061867616314,4.47785375976663,NA,"lncRNA"
"17","RSPH1",1.68381844429373,4.40998310871763,NA,NA
"18","ENSG00000278934",2.57441767076594,4.3610980059294,NA,"TEC"
"19","ENSG00000291042",2.36666585173704,4.30819088666851,NA,"lncRNA"
"20","APELA",0.981964219616699,4.29229532122476,NA,NA
"21","LINC02453",1.53602041725469,4.28608094779017,NA,NA
"22","PTMAP8",1.44227455597048,4.26001245677806,NA,NA
"23","STAB1",1.57755889328409,4.2185438728105,NA,NA
"24","GNG8",1.58153062164816,4.21348115881016,NA,NA
"25","ENSG00000159239",1.97315729988034,4.13846679865878,NA,"protein_coding"
"26","PRDM16-DT",2.84579855100409,3.99196837990587,NA,NA
"27","ENSG00000287267",1.52106683143154,3.92373237730577,NA,"lncRNA"
"28","CLN8-AS1",1.29495115694869,3.91069859193047,NA,NA
"29","ATP6AP1-DT",0.237645982515076,3.90443759820003,NA,NA
"30","ASB4",1.36874085068337,3.90365590243141,NA,NA
"31","MAP2K4P1",1.64962488123153,3.89245216604816,NA,NA
"32","PDK1-AS1",1.4682866650163,3.88928365589236,NA,NA
"33","ENSG00000273384",1.16239128826167,3.8539661551696,NA,"lncRNA"
"34","ENSG00000287134",1.37642672280772,3.83645879459883,NA,"lncRNA"
"35","LINC01980",0.433050936637928,3.76570209727318,NA,NA
"36","ENPP7P2",1.88739803092945,3.7225153023101,NA,NA
"37","MAP1LC3C",1.60856817240138,3.68096969290064,NA,NA
"38","LSM12P1",0.318699353075303,3.66095380347261,NA,NA
"39","NR5A1",1.27685725320846,3.63666360994104,NA,NA
"40","LINC00540",1.39840387721578,3.62134359479502,NA,NA
"41","ENSG00000260136",1.29848074926398,3.60089669558723,NA,"lncRNA"
"42","FES",2.60726816277557,3.59966485411573,NA,NA
"43","MALL",0.389203993985407,3.58761454253691,NA,NA
"44","RPS3AP21",0.797171863369496,3.49254119368742,NA,NA
"45","DKKL1",1.30962956766656,3.45865147458144,NA,NA
"46","NAPA-AS1",1.04618697335578,3.44119494123562,NA,NA
"47","ZNF32-AS2",1.00117408027693,3.42701445729142,NA,NA
"48","ENSG00000293245",2.51321178919796,3.41047068529634,NA,"lncRNA"
"49","ENSG00000258430",2.07249305501241,3.4006050509475,NA,"lncRNA"
"50","ENSG00000236154",-0.325170619065025,3.38375150434442,NA,"lncRNA"
"51","ENSG00000273711",1.78995223567373,3.36382900476852,NA,"lncRNA"
"52","SLC44A3-AS1",0.633824296849709,3.35885705111166,NA,NA
"53","PRSS36",0.939129406263418,3.35778648484417,NA,NA
"54","ENSG00000259523",1.180559889913,3.35495488935594,NA,"lncRNA"
"55","ENSG00000286622",0.81258656498463,3.3489456512316,NA,"lncRNA"
"56","EMSLR",0.80139361178411,3.33403768793235,NA,NA
"57","ENSG00000266076",1.47747588476858,3.32924068499121,NA,"protein_coding"
"58","PSTPIP1",0.831234605550247,3.32844081307248,NA,NA
"59","DDX59-AS1",1.76812394299646,3.3234435169715,NA,NA
"60","TTC12-DT",0.856476430499621,3.31368281567233,NA,NA
"61","SDHAP2",2.45401727982662,3.29143694870351,NA,NA
"62","ENSG00000259316",1.02228588731088,3.28318644772868,NA,"protein_coding"
"63","ENSG00000260426",2.24234049984653,3.28080886967809,NA,"lncRNA"
"64","RPSAP54",1.14541048864041,3.26655202607557,NA,NA
"65","MFSD2B",0.500682710369625,3.26542599711385,NA,NA
"66","TICAM2-AS1",0.845395137621732,3.24235633479011,NA,NA
"67","AARSD1P1",0.888967461833971,3.23971211286803,NA,NA
"68","NPY2R",2.37584992267423,3.21795317752852,NA,NA
"69","ENSG00000269968",0.703049471517745,3.21212237232777,NA,"lncRNA"
"70","EPHX4",1.22294495722197,3.2036366041365,NA,NA
"71","CHD9NB",1.57028164047442,3.20169140106946,NA,NA
"72","MTLN",-0.48599918049526,3.19252961551066,NA,NA
"73","LINC01376",2.01338032194058,3.19213235812829,NA,NA
"74","ENSG00000290739",0.566926676144685,3.18635311312683,NA,"lncRNA"
"75","GRK1",1.60535765814232,3.17730956063755,NA,NA
"76","AGAP2-AS1",1.25336562539137,3.17547674062769,NA,NA
"77","CRIP1",1.3714727625239,3.16983213420093,NA,NA
"78","TEKT1",0.510915028900675,3.16388940513272,NA,NA
"79","SIX3-AS1",1.35136934777417,3.15921085002882,NA,NA
"80","MARCHF10",0.704459494840872,3.15815550293364,NA,NA
"81","ENSG00000276251",1.50886788061963,3.14989210437531,NA,"lncRNA"
"82","PDXP-DT",2.14509909384168,3.12722016801403,NA,NA
"83","ENSG00000270659",1.49785660382281,3.12264621727478,NA,"lncRNA"
"84","OR4D10",1.14758607876136,3.11760170072772,NA,NA
"85","H4C1",1.51027011916075,3.10429278007801,NA,NA
"86","ENSG00000285602",1.56892393002393,3.10105821444688,NA,"protein_coding"
"87","ENSG00000290705",1.55106382246693,3.09590832558022,NA,"lncRNA"
"88","ENSG00000270000",2.16336215812606,3.09214061018002,NA,"lncRNA"
"89","RPS26P58",-0.685466941386392,3.08296581694147,NA,NA
"90","ACKR2",1.15676879171907,3.08171797768699,NA,NA
"91","CDC42EP5",0.941436935661847,3.08041373391324,NA,NA
"92","ENSG00000287044",1.35929170867844,3.06050581174884,NA,"lncRNA"
"93","ENSG00000217455",0.602789223217599,3.05855872129018,NA,"lncRNA"
"94","MT3",0.570708142812119,3.05689464145433,NA,NA
"95","RETREG1-AS1",0.83479259695384,3.0365784072089,NA,NA
"96","ENSG00000203395",1.045075261369,3.02833424532944,NA,"lncRNA"
"97","ENSG00000249150",2.24364829938677,3.02475880454696,NA,"lncRNA"
"98","MCUB",1.10174990731669,3.02302714561042,NA,NA
"99","MEDAG",0.282086927054259,3.02151579715408,NA,NA
"100","ENSG00000271853",1.32632954036435,3.01437356874042,NA,"lncRNA"
"101","METRN",1.30057784065812,3.01384137563936,NA,NA
"102","B3GNT8",2.09737377903689,3.01141291660754,NA,NA
"103","B3GALT1-AS1",1.32759362658911,3.00401954631085,NA,NA
"104","ENSG00000215237",0.203697742681968,3.00006622760737,NA,"unprocessed_pseudogene"
"105","BMS1P4-AGAP5",1.51103820299464,2.99423108930728,NA,NA
"106","SYCE1L",0.394509945267912,2.97837961399177,NA,NA
"107","ENSG00000286895",1.25967281256736,2.97179088372096,NA,"lncRNA"
"108","MAPK6-DT",1.86334892381716,2.96939509429671,NA,NA
"109","CCDC69",1.08181656291816,2.95911701776425,NA,NA
"110","HOXA3",1.89241723716056,2.9386233057996,NA,NA
"111","ENSG00000286543",0.336120621178745,2.93437328299316,NA,"lncRNA"
"112","ENSG00000231918",0.27263898054951,2.93426203947885,NA,"lncRNA"
"113","ENSG00000285641",0.752846214239709,2.91781221564507,NA,"protein_coding"
"114","SMIM10",1.00962745462018,2.9170147872973,NA,NA
"115","HNRNPA3P6",2.12031669900916,2.91013819967132,NA,NA
"116","TMPOP2",2.29974894178933,2.90751685992379,NA,NA
"117","JMJD1C-AS1",0.293857017247486,2.89820309677579,NA,NA
"118","TMEM160",0.710226076407363,2.8969318708012,NA,NA
"119","PYDC2-AS1",1.06785466223254,2.88286782875574,NA,NA
"120","LRP4-AS1",0.930210462777567,2.86659237376017,NA,NA
"121","AGAP7P",2.76670837528831,2.85958958968105,NA,NA
"122","IRAK4",1.64815171173541,2.85651685236135,NA,NA
"123","ENSG00000279750",1.59798156258655,2.8513250406693,NA,"lncRNA"
"124","ENSG00000235091",1.49477804551584,2.84506769054377,NA,"lncRNA"
"125","ENSG00000279673",1.13654715006514,2.84110976939555,NA,"TEC"
"126","FBN1-DT",1.21342637205276,2.83513033342558,NA,NA
"127","HNRNPA1P7",1.83243891002286,2.83440090792785,NA,NA
"128","ENSG00000254910",2.42121657350486,2.82779034729907,NA,"lncRNA"
"129","ENSG00000242282",1.33851346789634,2.82568106706502,NA,"lncRNA"
"130","RAC2",1.46616944980447,2.82499526519972,NA,NA
"131","ENSG00000243389",0.659790069263908,2.82342611537341,NA,"lncRNA"
"132","ENSG00000285955",0.731796445716854,2.80247452505023,NA,"lncRNA"
"133","RPL7AP31",0.347023547036806,2.79783381874462,NA,NA
"134","FXYD6-FXYD2",1.39392347858142,2.79716237971745,NA,NA
"135","LEMD1-AS1",1.44129814410798,2.79111711855206,NA,NA
"136","EEF1A1P9",0.519531896018979,2.78774432505148,NA,NA
"137","ENSG00000285852",1.35477152407273,2.781755254063,NA,"lncRNA"
"138","LRRC77P",0.255159142140095,2.77856397028194,NA,NA
"139","LINC01284",2.52488638052539,2.76771142016368,NA,NA
"140","ALDH1A3-AS1",1.73706456893677,2.76152839208419,NA,NA
"141","TSHR",1.4542787996208,2.76009874808884,NA,NA
"142","ENSG00000284837",1.77110759103534,2.74834781027932,NA,"lncRNA"
"143","CIDEA",0.281955679934935,2.74314908472273,NA,NA
"144","ENSG00000280241",1.73728977858575,2.74198966184591,NA,"lncRNA"
"145","IGF2-AS",1.62075731842166,2.7390520190361,NA,NA
"146","LINC02384",0.375340296800288,2.73431740831462,NA,NA
"147","ANKRD61",1.81990623386027,2.7331521832297,NA,NA
"148","ENSG00000286491",0.712065866337017,2.73314699723731,NA,"lncRNA"
"149","ENSG00000255872",1.23521484468776,2.72106758941132,NA,"protein_coding"
"150","SMCO4",0.560983359107632,2.71865432458395,NA,NA
"151","FCGR1A",1.56775121695692,2.69195643118523,NA,NA
"152","RARRES2",2.07646503131166,2.69001870396196,NA,NA
"153","SLC38A8",0.541785654930313,2.68936707158049,NA,NA
"154","ENSG00000279711",2.23524517729264,2.68609131504707,NA,"TEC"
"155","ANKRD17-DT",1.80188436710335,2.68472639375333,NA,NA
"156","BST1",0.551667352453246,2.67579525543248,NA,NA
"157","EEF1A1P6",0.656552352654026,2.66983730326506,NA,NA
"158","SLC34A2",0.663119122864762,2.63555447272157,NA,NA
"159","ENSG00000267939",0.711787042720185,2.63224117390386,NA,"lncRNA"
"160","CDKN2C",1.23727955456567,2.63121424756388,NA,NA
"161","ENSG00000205325",1.19464238929227,2.63034742559322,NA,"lncRNA"
"162","ENSG00000287560",0.423143725308423,2.61814797605778,NA,"lncRNA"
"163","MAGIX",0.754925567224805,2.6173817398028,NA,NA
"164","ATP4A",1.25892989491998,2.60592795708319,NA,NA
"165","SERTAD4-AS1",0.249646953668191,2.58152100877377,NA,NA
"166","MAEL",0.288463935105121,2.56529348605973,NA,NA
"167","ENSG00000267277",1.32165278382403,2.56251820066668,NA,"lncRNA"
"168","GFAP",1.3162251159378,2.54899591037231,NA,NA
"169","SMIM47",1.96739630311732,2.54239526788389,NA,NA
"170","ENSG00000235319",2.31474512798634,2.54069293932384,NA,"lncRNA"
"171","S100A4",0.608984564402006,2.53816233660227,NA,NA
"172","BSG-AS1",1.26350988614469,2.5376488325681,NA,NA
"173","ZDHHC19",0.860885608178267,2.52896639965418,NA,NA
"174","ENSG00000285159",1.63183127236117,2.50610739064676,NA,"lncRNA"
"175","SKOR1-AS1",0.641224576123777,2.50095075457981,NA,NA
"176","HSP90AB3P",1.1621078276412,2.50008419512205,NA,NA
"177","SPTLC1P1",1.83159378441912,2.497354838346,NA,NA
"178","NETO1-DT",0.92013102664667,2.48509061630869,NA,NA
"179","KCNK15",1.57468440630289,2.48385074747809,NA,NA
"180","DUX4L34",1.23473681268441,2.47830073794373,NA,NA
"181","ALG1L1P",0.782079123244482,2.47340380564836,NA,NA
"182","ENSG00000290767",1.31031954747874,2.47195047194176,NA,"lncRNA"
"183","INAVA",1.95116695306355,2.46828148190326,NA,NA
"184","LMX1B-DT",1.28270078570085,2.46813365433675,NA,NA
"185","HCRT",0.311232689400754,2.4678346521082,NA,NA
"186","KRT24",1.0059758964161,2.46051887166602,NA,NA
"187","ENSG00000283103",-0.404834250537718,2.46025510040533,NA,"lncRNA"
"188","KRT86",0.757404389174512,2.45748602655586,NA,NA
"189","ACOXL",1.03120152439413,2.44400561031429,NA,NA
"190","HPS1-AS1",0.498887629528815,2.41898467632752,NA,NA
"191","DKFZP434A062",2.34822422326609,2.4072092624263,NA,NA
"192","LDHAP7",0.716449868900292,2.40322952335776,NA,NA
"193","CNNM3-DT",1.87349297401946,2.40036098347054,NA,NA
"194","ENSG00000232876",0.57014032693124,2.39491852953946,NA,"lncRNA"
"195","ADGRE5",1.70843897907562,2.38080023587066,NA,NA
"196","ABO",0.77089238766041,2.37533537664561,NA,NA
"197","ENSG00000264015",1.44136473334314,2.37263721300806,NA,"lncRNA"
"198","TMEM255B",1.66928742315825,2.36883380557138,NA,NA
"199","SSC4D",0.760736255423828,2.36654065936802,NA,NA
"200","ATP5MJ",-0.566377890934084,2.35065324788989,NA,NA
"201","TBX18",1.71840917631902,2.34107688354602,NA,NA
"202","ALOX15",1.93290514913578,2.34090444885825,NA,NA
"203","ENSG00000284512",-0.250184378788762,2.33803658558167,NA,"protein_coding"
"204","RPLP0P6",0.399687751964675,2.3323067389922,NA,NA
"205","EYA4",2.01370089932339,2.3298030175123,NA,NA
"206","LINC01023",0.728999305047768,2.3238938514643,NA,NA
"207","LINC02490",1.16137267013966,2.31900858921689,NA,NA
"208","GPNMB",1.21683389852666,2.31432625269161,NA,NA
"209","RBM46",1.4891934080759,2.3137489214966,NA,NA
"210","POM121L2",1.48229945325611,2.30502704682209,NA,NA
"211","DMXL1-DT",0.33451920014783,2.29938509464402,NA,NA
"212","SMAGP",0.498970007894442,2.28356812627384,NA,NA
"213","VPS13C-DT",0.588830478491975,2.27659527103346,NA,NA
"214","RPL17-C18orf32",-0.385646833202272,2.27153690038279,NA,NA
"215","MAP3K2-DT",1.15298320633001,2.27131184062026,NA,NA
"216","POLR2L",0.695597845340145,2.27127894223891,NA,NA
"217","ENSG00000283403",1.06267584532662,2.26552073699123,NA,"lncRNA"
"218","ENSG00000287005",0.46970562209026,2.26484870564666,NA,"lncRNA"
"219","HDAC4-AS1",0.780477954882754,2.25196619914754,NA,NA
"220","ENSG00000260367",1.65235028003653,2.24839513118904,NA,"lncRNA"
"221","BMS1P12",1.42645084084877,2.24287586322863,NA,NA
"222","ENSG00000275476",1.53801374844703,2.24216023745243,NA,"lncRNA"
"223","ENSG00000260269",1.39432203572734,2.23112204937716,NA,"lncRNA"
"224","ENSG00000276223",1.61068681225439,2.23055757925915,NA,"lncRNA"
"225","RPS2P7",-0.209564257779235,2.22138930906974,NA,NA
"226","SEC14L6",1.20655929970835,2.21387891206231,NA,NA
"227","ENSG00000286039",0.709327325581443,2.21114232085015,NA,"lncRNA"
"228","LTC4S",1.22165516126961,2.20644147777166,NA,NA
"229","ENSG00000290916",1.62087953485835,2.20196994111193,NA,"lncRNA"
"230","PHOSPHO1",0.335702470287478,2.19836263884717,NA,NA
"231","TFAP2C",2.01024208007328,2.19721467332647,NA,NA
"232","NPM1P27",0.701730414124953,2.19515204780043,NA,NA
"233","MESP2",0.677704037255993,2.19118970643185,NA,NA
"234","SH2D4A",0.659610441181067,2.18672005070937,NA,NA
"235","PTER",2.47897568531128,2.18325686457449,NA,NA
"236","LINC01504",0.81533124653368,2.17413890995618,NA,NA
"237","CKAP2-DT",0.533037513489702,2.17217387105115,NA,NA
"238","ACOX2",1.78128083669757,2.17039490867573,NA,NA
"239","LINC00865",0.414935102260361,2.16653082186647,NA,NA
"240","FABP6",-0.237895512800082,2.16205974569993,NA,NA
"241","C4orf19",1.2280319607976,2.15424906991739,NA,NA
"242","TDGF1P7",0.393437954175777,2.14697366025449,NA,NA
"243","ENSG00000228395",1.40307611281967,2.14031046778812,NA,"lncRNA"
"244","DNAJC25-GNG10",0.61836465538443,2.1394040669669,NA,NA
"245","TAC3",1.79962349611563,2.13818900458125,NA,NA
"246","LINC02568",1.00332171512064,2.13713682357994,NA,NA
"247","GPR157",2.12801189016361,2.1343548554293,NA,NA
"248","STEAP1",0.919633158381622,2.1330588306545,NA,NA
"249","FLJ20021",0.390154201922483,2.1278972552572,NA,NA
"250","EVA1B",0.969621400784551,2.12640857001492,NA,NA
"251","C1QTNF7-AS1",0.58221842843077,2.12536621313491,NA,NA
"252","LINC01508",0.459497453103699,2.12291660380384,NA,NA
"253","TUBB8",1.20643958145706,2.12039150813902,NA,NA
"254","ENSG00000237669",0.818565891480497,2.11880392907231,NA,"unprocessed_pseudogene"
"255","C1orf54",1.13956399306852,2.11716563687691,NA,NA
"256","LINC01121",-0.231040974041123,2.10844140292753,NA,NA
"257","TM4SF1",1.40849408141135,2.10421587185581,NA,NA
"258","ZNF385C",0.604431475321253,2.10150776912408,NA,NA
"259","ENSG00000260927",1.16173170956166,2.09993797574795,NA,"lncRNA"
"260","RDM1P5",2.58735021660121,2.08324224531114,NA,NA
"261","ENSG00000286824",0.235260538566059,2.0826749359195,NA,"lncRNA"
"262","CENPN",1.08497966556491,2.08081950564049,NA,NA
"263","CPA4",1.65363169301915,2.07959924950846,NA,NA
"264","ENSG00000280273",0.873517644292341,2.06906233313968,NA,"lncRNA"
"265","ENSG00000290896",0.601966956514585,2.06679475878087,NA,"lncRNA"
"266","CSNKA2IP",0.372173144442754,2.0580798332473,NA,NA
"267","ENSG00000291018",1.01854466572528,2.05800400783301,NA,"lncRNA"
"268","ARTN",1.48201381777087,2.05528720841593,NA,NA
"269","HES3",0.686540446148295,2.04806803202147,NA,NA
"270","KDM4A-AS1",1.12640493303406,2.04305683912032,NA,NA
"271","IDH1-AS1",-0.425944546914849,2.0374523196611,NA,NA
"272","ENSG00000275263",0.202770292728239,2.03504096951514,NA,"lncRNA"
"273","DYRK3-AS1",1.10481193626204,2.03191418462692,NA,NA
"274","FGF7",2.04227261931762,2.02901351948584,NA,NA
"275","MYCBP",0.74415519544978,2.02779726421216,NA,NA
"276","KCNQ1",0.390195238235158,2.02426779069456,NA,NA
"277","TLE1P1",1.55307768662578,2.0236651897948,NA,NA
"278","SNHG8",0.251031087730629,2.02210778638364,NA,NA
"279","ENSG00000243491",-0.484085039082739,2.02112039019915,NA,"lncRNA"
"280","CMC1",0.617516886950747,2.01954432064089,NA,NA
"281","PSMB10",0.336266353731105,2.01666055381434,NA,NA
"282","HSDL2-AS1",0.488444868004648,2.01380103098249,NA,NA
"283","FOXD3-AS1",-0.257721111730231,2.00303809453643,NA,NA
"284","MELK",0.520960828576436,-2.0011977623294,NA,NA
"285","EEIG1",-0.426903592089642,-2.00351928453378,NA,NA
"286","PRR36",-0.41182852992615,-2.00361126622833,NA,NA
"287","ENSG00000291179",-0.570970601047702,-2.0044621460197,NA,"lncRNA"
"288","FKRP",0.289331171064852,-2.00517896356884,NA,NA
"289","ZDHHC7",0.64866772326451,-2.00602638078527,NA,NA
"290","LSAMP",0.298214044929637,-2.00698235328974,NA,NA
"291","ZNF763",-0.374937930830827,-2.00908603806962,NA,NA
"292","PUSL1",0.506815481134907,-2.01025053496544,NA,NA
"293","ENSG00000286230",-0.630361441094397,-2.01042051850773,NA,"lncRNA"
"294","SLC6A3",0.624041691496266,-2.01060530443596,NA,NA
"295","SNRPD2",0.362605562717048,-2.01112226325807,NA,NA
"296","ENSG00000262681",-0.869473504205893,-2.01135246580281,NA,"lncRNA"
"297","DNAI3",0.224953519662622,-2.01255494877966,NA,NA
"298","POU2F2-AS2",-0.621887114667004,-2.01613815072674,NA,NA
"299","C2orf76",0.211996970005089,-2.01723777075016,NA,NA
"300","ENSG00000261168",-0.309705768603215,-2.01738020060331,NA,"lncRNA"
"301","NDUFAF8",0.360509187598049,-2.0185832039602,NA,NA
"302","LIAT1",-0.251772830174434,-2.01909245559238,NA,NA
"303","UBQLN1-AS1",-0.225929759453043,-2.0203878937762,NA,NA
"304","INO80",-0.332665397394804,-2.0206134147554,NA,NA
"305","GSN",0.451887348559401,-2.0213617057612,NA,NA
"306","SLC16A4",-0.211049577382162,-2.02347269400509,NA,NA
"307","RPS20",0.214110358303666,-2.02389222218519,NA,NA
"308","RAB14",-0.217271183286824,-2.02389391850719,NA,NA
"309","PIWIL4",-1.03667868439268,-2.02430410860781,NA,NA
"310","ZFP41",0.492271898881596,-2.0254273185068,NA,NA
"311","MIR762HG",-0.262641709186361,-2.02566046253093,NA,NA
"312","NDUFA1",0.228291134960699,-2.02899740731613,NA,NA
"313","TMEM234",0.54467103257703,-2.02911244555351,NA,NA
"314","LARGE2",-0.816536197614496,-2.02927946211095,NA,NA
"315","PRIMA1",0.331805273323495,-2.03015836376932,NA,NA
"316","HMGB1P31",-0.587776806425272,-2.03148595471371,NA,NA
"317","ERICH5",-0.594017050632448,-2.0343761321931,NA,NA
"318","CDC25B",0.265597799470937,-2.03712232024651,NA,NA
"319","PLTP",1.16353297742941,-2.03790570400852,NA,NA
"320","CEP104",-0.302050607592328,-2.03868047406005,NA,NA
"321","ENSG00000273181",-0.759030916757472,-2.0396160117152,NA,"lncRNA"
"322","C15orf61",-0.563274176591912,-2.03991782669275,NA,NA
"323","B4GALNT4",0.217356329989962,-2.04010954530493,NA,NA
"324","RNASEH2C",0.266948037584399,-2.04019409267018,NA,NA
"325","MIR3659HG",-0.333592267865024,-2.04027040009577,NA,NA
"326","POU2AF3",-0.326346386608992,-2.04085844823764,NA,NA
"327","TMEM41A",0.491021442168298,-2.04198921890461,NA,NA
"328","HAUS1",0.28737914228398,-2.04202768359571,NA,NA
"329","ENSG00000287853",-0.291528988811593,-2.04250371398499,NA,"lncRNA"
"330","ENSG00000291044",-0.483315318530608,-2.0432292001948,NA,"lncRNA"
"331","TSPAN11",0.863603178628067,-2.04383552847879,NA,NA
"332","PTCD2",0.909993655883877,-2.04500717653461,NA,NA
"333","DHRS4",0.405336449407887,-2.04734460704402,NA,NA
"334","RNF8",-0.244867554035696,-2.04757629483082,NA,NA
"335","SDR9C7",-0.946881658308738,-2.04879549445381,NA,NA
"336","POLE2",0.24630675181376,-2.04953406979563,NA,NA
"337","RPL10",0.389233247137547,-2.05314885295861,NA,NA
"338","WDR18",0.324061802562438,-2.05502005990211,NA,NA
"339","ENSG00000276564",-0.201158122415657,-2.05748445947101,NA,"lncRNA"
"340","TMEM107",0.394107303792747,-2.05946524981323,NA,NA
"341","CA5B",-0.317730136298181,-2.06144379969444,NA,NA
"342","DSN1",0.575289759432743,-2.06263583176541,NA,NA
"343","TGFBI",-0.474025886169871,-2.06284637417458,NA,NA
"344","FBLN1",0.639332900268491,-2.06456565489602,NA,NA
"345","MMACHC",-0.378371377161929,-2.0646067605954,NA,NA
"346","ENSG00000286024",-0.436020931617722,-2.06469189914381,NA,"lncRNA"
"347","SAMSN1",-1.20828871939911,-2.06507335258915,NA,NA
"348","IFI27",0.598212526098838,-2.06538881163302,NA,NA
"349","VN1R110P",-0.60838955529816,-2.06556080521166,NA,NA
"350","FEN1",0.357493106065845,-2.06609319612652,NA,NA
"351","CPT1A",0.403505625729122,-2.06623276918347,NA,NA
"352","CIB4",-0.943869768552184,-2.06864184364899,NA,NA
"353","SERPINB9P1",-0.438186335307879,-2.06938786322748,NA,NA
"354","ENSG00000272182",-0.996073093816021,-2.07001296621826,NA,"lncRNA"
"355","ACSF3",0.65133850319033,-2.07169223491871,NA,NA
"356","MAILR",0.339034048785262,-2.07320504750997,NA,NA
"357","TIRAP",-0.31882535674621,-2.07568242882479,NA,NA
"358","SLC25A41",0.304388913823899,-2.07607849299573,NA,NA
"359","FAM98C",0.346743732769987,-2.07642183404391,NA,NA
"360","USP45",-0.313383303543758,-2.07749013420642,NA,NA
"361","FRMD4A",-0.319352247755415,-2.07935024164808,NA,NA
"362","UBXN8",0.380406755134816,-2.08019348932723,NA,NA
"363","ENSG00000291008",-0.331541348546415,-2.0827451280617,NA,"lncRNA"
"364","FBXO27",-0.231630347774125,-2.08306745425392,NA,NA
"365","SCX",0.343975398719516,-2.08382211913853,NA,NA
"366","LINC02735",-0.474550491848012,-2.08536429292152,NA,NA
"367","RPL22L1",0.663315656507539,-2.08830035426594,NA,NA
"368","MIR3648-1",-0.444190989117516,-2.08892615380738,NA,NA
"369","CCDC110",-0.628909834823046,-2.08917508351115,NA,NA
"370","PRR29-AS1",-0.654719861113019,-2.08950399130425,NA,NA
"371","GPR22",-0.648626020485628,-2.09026854564189,NA,NA
"372","EXOC3L1",0.865410077157949,-2.091607009629,NA,NA
"373","ATP6V1G1",-0.36432033877066,-2.09183226849297,NA,NA
"374","PABIR2",0.45143478782609,-2.09280930089601,NA,NA
"375","ENSG00000272123",-0.334579734707784,-2.09308425663604,NA,"lncRNA"
"376","MMP17",0.443951293534647,-2.09345388005733,NA,NA
"377","MAP2K5",-0.347746997615366,-2.09394546239246,NA,NA
"378","LCDR",-0.537439027307172,-2.09401226700436,NA,NA
"379","SBF2-AS1",-0.23820336738212,-2.09433764223233,NA,NA
"380","SOX8",0.378343342550976,-2.09563084520475,NA,NA
"381","FSTL3",0.204416572119543,-2.09789182373852,NA,NA
"382","NUDT6",0.355653712352458,-2.09906052159157,NA,NA
"383","ENSG00000247679",-0.366855762391253,-2.09926617776685,NA,"lncRNA"
"384","DRAM2",0.214974693514818,-2.10004814752558,NA,NA
"385","ANAPC1",0.254593294386743,-2.1001312840214,NA,NA
"386","ZNF691",0.275882912750074,-2.10021793466659,NA,NA
"387","ZBTB10",-0.414988228498424,-2.10063288430408,NA,NA
"388","CEROX1",0.694800602901725,-2.10071872870766,NA,NA
"389","ENSG00000270039",-0.370395179754885,-2.1035050737138,NA,"lncRNA"
"390","TRAPPC1",-0.20748509962429,-2.10394549926747,NA,NA
"391","LINC02487",-0.287676287815401,-2.1055974042293,NA,NA
"392","UBXN11",0.329471233579679,-2.10638762125465,NA,NA
"393","ING1",-0.213884610187443,-2.10713221559775,NA,NA
"394","EZR",0.703869923682133,-2.10738934226641,NA,NA
"395","ATRAID",0.362594506054429,-2.10757417287421,NA,NA
"396","TMEM232",-0.304852649751265,-2.10779511205058,NA,NA
"397","ENSG00000279228",0.236188823750533,-2.10805340316003,NA,"transcribed_unprocessed_pseudogene"
"398","SHISA3",0.692067534631492,-2.10975750816499,NA,NA
"399","ROR1",0.805228742845853,-2.11057165576104,NA,NA
"400","GPR108",0.251512464149399,-2.11211532644371,NA,NA
"401","YWHAH-AS1",-0.973373917656867,-2.11215287249881,NA,NA
"402","HAUS4",0.62390786803739,-2.11402380623966,NA,NA
"403","ENSG00000290357",-0.569389594608517,-2.11419223126785,NA,"lncRNA"
"404","CRYL1",0.233489661184633,-2.115566227697,NA,NA
"405","GLB1L3",0.328815414894278,-2.11584964012379,NA,NA
"406","PLEKHM1",0.493717070569027,-2.11609318367973,NA,NA
"407","PTCD1",0.398301080139093,-2.11651230744846,NA,NA
"408","SLC2A6",0.388444580424121,-2.11748584498939,NA,NA
"409","MTMR10",0.521844049961621,-2.118196399515,NA,NA
"410","PMF1-BGLAP",-0.210900054563006,-2.12016506106946,NA,NA
